날짜,사번,이름,전화번호,핸드폰 기종,모델넘버,스테이터스,앱 접근 기록,ground_truth
2025-01-26 08:50:40,M61662,이정숙,016-942-2599,iPhone 13,A2633,위험 감지,마이크 사용,0
2025-04-14 21:11:18,M90151,이옥자,044-573-4935,iPhone 13,SM-N986N,차단됨,정상,0
2025-06-01 18:53:45,M84964,김서연,052-271-5429,LG Velvet,SM-N986N,차단됨,위치 정보 요청,0
2025-05-29 13:25:05,M87831,허예원,010-6548-3118,LG Velvet,SM-G991N,위험 감지,위치 정보 요청,0
2025-05-15 09:51:27,M80275,강은경,019-881-2588,LG Velvet,SM-G991N,위험 감지,위치 정보 요청,0
2025-06-17 15:57:18,M78843,이미숙,010-4673-0748,Galaxy Note20,A2633,위험 감지,카메라 접근,0
2025-05-15 23:19:54,M94068,김서현,033-351-3887,LG Velvet,A2633,위험 감지,마이크 사용,0
2025-03-02 09:05:02,M15047,이혜진,016-687-8001,Galaxy S21,SM-N986N,위험 감지,정상,0
2025-04-20 09:05:43,M78242,김시우,055-550-4361,Galaxy S21,SM-N986N,위험 감지,마이크 사용,0
2025-05-29 22:05:32,M24328,박현준,070-5360-1702,LG Velvet,SM-N986N,위험 감지,카메라 접근,0
2025-02-08 19:44:52,M69193,이수진,064-756-8892,LG Velvet,SM-G991N,위험 감지,정상,0
2025-06-21 14:37:02,M69886,이선영,053-329-1182,Galaxy Note20,SM-N986N,위험 감지,마이크 사용,0
2025-01-29 18:26:23,M15559,안경숙,055-668-6536,Galaxy Note20,A2633,위험 감지,마이크 사용,0
2025-02-17 12:05:47,M42207,김예준,019-920-1494,Galaxy S21,A2633,위험 감지,위치 정보 요청,0
2025-01-23 22:21:14,M77987,허영수,052-319-2099,Galaxy Note20,LM-G910N,정상,마이크 사용,0
2025-04-11 01:05:07,M80499,한주원,061-857-3263,LG Velvet,SM-N986N,정상,마이크 사용,0
2025-03-03 13:14:54,M61853,백성수,051-963-5706,Galaxy Note20,SM-G991N,위험 감지,카메라 접근,0
2025-02-15 01:47:46,M15144,박정자,031-666-8435,LG Velvet,LM-G910N,정상,정상,0
2025-05-18 14:11:52,M83098,손상훈,011-919-0403,Galaxy S21,SM-G991N,위험 감지,위치 정보 요청,0
2025-04-07 18:31:24,M60777,임재현,011-439-4680,iPhone 13,SM-G991N,차단됨,카메라 접근,0
2025-05-21 14:16:47,M77649,한선영,041-938-5350,Galaxy Note20,SM-N986N,정상,마이크 사용,0
2025-01-04 13:21:32,M92660,진유진,042-113-7499,Galaxy S21,SM-N986N,위험 감지,정상,0
2025-03-18 07:15:37,M16461,김수민,062-769-8183,Galaxy S21,SM-N986N,정상,위치 정보 요청,0
2025-06-11 03:10:32,M34884,고하은,063-277-1163,Galaxy Note20,LM-G910N,위험 감지,위치 정보 요청,0
2025-04-12 13:09:10,M48165,이아름,051-066-0488,iPhone 13,SM-G991N,차단됨,정상,0
2025-01-05 17:19:14,M67613,김지원,011-023-5223,LG Velvet,SM-N986N,차단됨,마이크 사용,0
2025-02-10 07:07:26,M62171,박서준,053-090-1616,Galaxy S21,SM-N986N,차단됨,정상,0
2025-07-11 19:07:07,M49918,오재호,063-440-6266,Galaxy S21,SM-N986N,차단됨,위치 정보 요청,0
2025-05-03 14:43:43,M47475,이서연,042-427-0815,iPhone 13,SM-N986N,정상,마이크 사용,0
2025-07-01 15:29:27,M70469,최동현,062-062-6521,LG Velvet,A2633,위험 감지,마이크 사용,0
2025-02-04 05:53:56,M31821,최정호,062-130-7831,Galaxy S21,SM-G991N,정상,마이크 사용,0
2025-07-08 16:40:03,M65372,고영수,019-222-6449,iPhone 13,SM-G991N,정상,정상,0
2025-02-14 13:10:38,M48590,류성민,016-291-3607,Galaxy Note20,SM-N986N,정상,정상,0
2025-07-11 20:06:16,M90364,박정호,031-331-7014,iPhone 13,LM-G910N,정상,마이크 사용,0
2025-03-20 09:39:53,M17149,강지우,070-0924-5412,iPhone 13,SM-G991N,위험 감지,카메라 접근,0
2025-06-06 10:52:18,M77760,주현숙,044-767-0307,Galaxy S21,LM-G910N,정상,위치 정보 요청,0
2025-03-02 20:41:30,M28643,오상훈,064-738-3993,LG Velvet,SM-N986N,차단됨,마이크 사용,0
2025-01-18 18:25:18,M70762,김종수,052-697-3039,Galaxy Note20,SM-N986N,정상,정상,0
2025-04-01 02:55:11,M94685,강민서,032-474-8397,iPhone 13,SM-G991N,위험 감지,정상,0
2025-05-30 02:36:28,M69204,이재호,062-805-6277,Galaxy Note20,SM-N986N,정상,위치 정보 요청,0
2025-06-04 04:25:40,M21854,박현숙,017-571-6245,LG Velvet,LM-G910N,차단됨,위치 정보 요청,0
2025-02-28 07:49:38,M75622,권상철,070-9863-3526,Galaxy Note20,SM-N986N,위험 감지,카메라 접근,0
2025-07-04 06:02:06,M24833,김영식,044-854-2455,Galaxy Note20,SM-N986N,위험 감지,정상,0
2025-03-11 23:24:22,M33562,이미경,033-681-7107,Galaxy S21,SM-G991N,위험 감지,카메라 접근,0
2025-04-18 22:03:05,M86735,백예은,051-382-5239,LG Velvet,A2633,차단됨,위치 정보 요청,0
2025-04-28 18:53:19,M81618,이도현,064-755-4178,iPhone 13,LM-G910N,차단됨,정상,0
2025-07-06 18:46:14,M27734,김정훈,064-774-4503,Galaxy S21,A2633,위험 감지,위치 정보 요청,0
2025-03-01 01:01:22,M61520,구명자,016-690-1936,Galaxy S21,SM-N986N,정상,정상,0
2025-04-15 14:06:24,M64206,최옥순,016-228-0022,iPhone 13,LM-G910N,차단됨,카메라 접근,0
2025-05-11 09:11:40,M52396,이지혜,032-900-8949,LG Velvet,SM-N986N,차단됨,마이크 사용,0
2025-04-08 20:21:23,M69098,박건우,02-7433-0258,Galaxy Note20,A2633,정상,카메라 접근,0
2025-06-29 11:55:45,M13265,우영숙,061-893-0392,LG Velvet,A2633,차단됨,위치 정보 요청,0
2025-05-02 01:25:00,M33445,박지영,018-082-1980,LG Velvet,LM-G910N,차단됨,위치 정보 요청,0
2025-07-04 23:45:55,M69464,최정수,043-732-8978,Galaxy Note20,SM-N986N,차단됨,마이크 사용,0
2025-01-14 04:34:43,M87373,최영희,054-559-3580,Galaxy Note20,A2633,위험 감지,마이크 사용,0
2025-03-18 18:08:40,M36467,송영길,033-808-1293,Galaxy Note20,LM-G910N,정상,마이크 사용,0
2025-06-17 03:00:18,M69596,박현주,063-060-9142,LG Velvet,SM-N986N,위험 감지,위치 정보 요청,0
2025-01-21 19:53:36,M21820,조성호,055-583-5737,iPhone 13,SM-N986N,위험 감지,카메라 접근,0
2025-07-13 03:27:40,M42778,박재현,063-038-2495,LG Velvet,LM-G910N,위험 감지,마이크 사용,0
2025-02-18 04:06:16,M52477,한현정,011-011-6938,iPhone 13,SM-N986N,위험 감지,정상,1
2025-01-20 02:34:09,M95010,안영순,064-791-8695,LG Velvet,A2633,위험 감지,위치 정보 요청,0
2025-06-26 00:10:22,M31495,김영수,061-385-5371,iPhone 13,A2633,차단됨,위치 정보 요청,0
2025-04-16 23:15:59,M26193,김정남,019-529-5490,Galaxy Note20,LM-G910N,차단됨,카메라 접근,0
2025-01-05 15:36:31,M21952,김성훈,032-838-2107,LG Velvet,SM-G991N,정상,카메라 접근,0
2025-01-05 07:33:20,M24963,허민준,017-015-4595,LG Velvet,SM-N986N,위험 감지,마이크 사용,0
2025-01-14 10:51:03,M68903,장윤서,017-267-2574,Galaxy S21,A2633,차단됨,위치 정보 요청,0
2025-03-19 11:35:34,M93109,김윤서,016-166-1681,iPhone 13,A2633,차단됨,정상,0
2025-03-03 18:53:10,M57571,곽수빈,041-033-8780,LG Velvet,A2633,정상,마이크 사용,0
2025-04-11 00:03:01,M21181,최영숙,011-258-5248,LG Velvet,A2633,위험 감지,카메라 접근,0
2025-03-18 08:04:23,M78657,오은서,041-952-6077,Galaxy Note20,SM-N986N,정상,정상,0
2025-01-02 12:36:07,M60343,강상호,063-878-5422,iPhone 13,SM-G991N,정상,카메라 접근,0
2025-06-15 10:09:36,M77065,이영일,055-850-3267,iPhone 13,SM-N986N,차단됨,마이크 사용,0
2025-01-31 20:30:54,M90225,김성호,042-124-0028,LG Velvet,SM-N986N,차단됨,정상,0
2025-03-05 05:15:52,M30958,박주원,010-6148-8438,iPhone 13,LM-G910N,정상,카메라 접근,0
2025-01-10 07:27:55,M59634,이경숙,043-006-0103,iPhone 13,A2633,위험 감지,위치 정보 요청,0
2025-04-04 07:06:37,M82134,김동현,019-732-0542,iPhone 13,A2633,정상,위치 정보 요청,0
2025-06-06 11:16:15,M59886,김영호,016-137-9061,iPhone 13,SM-G991N,차단됨,마이크 사용,0
2025-04-12 09:25:39,M15754,김주원,043-087-8322,iPhone 13,SM-G991N,차단됨,정상,0
2025-02-09 06:42:45,M32398,박경희,010-6228-5796,Galaxy S21,LM-G910N,차단됨,카메라 접근,0
2025-02-22 07:56:12,M53934,황선영,017-190-1596,Galaxy S21,LM-G910N,위험 감지,카메라 접근,0
2025-06-26 16:45:03,M84120,류정숙,010-2639-1433,LG Velvet,LM-G910N,차단됨,위치 정보 요청,0
2025-06-28 20:54:32,M96445,김유진,053-431-0773,iPhone 13,A2633,위험 감지,마이크 사용,0
2025-05-08 02:22:07,M29672,이정순,070-6212-4088,Galaxy Note20,A2633,위험 감지,정상,0
2025-02-05 08:12:26,M31249,김서영,02-7569-3390,LG Velvet,SM-G991N,정상,위치 정보 요청,0
2025-03-11 19:34:37,M28953,김경희,062-638-2449,LG Velvet,SM-G991N,위험 감지,위치 정보 요청,0
2025-03-24 00:30:28,M33444,박순옥,018-080-7370,iPhone 13,LM-G910N,정상,위치 정보 요청,0
2025-04-08 07:07:36,M16725,황지은,061-052-2255,iPhone 13,SM-N986N,위험 감지,카메라 접근,0
2025-04-18 21:11:52,M64995,김성진,018-683-6971,Galaxy S21,SM-G991N,차단됨,마이크 사용,0
2025-01-26 10:21:09,M50378,이성수,031-973-8803,LG Velvet,A2633,위험 감지,위치 정보 요청,0
2025-07-03 01:02:01,M50569,홍도윤,018-814-3970,LG Velvet,SM-G991N,정상,위치 정보 요청,0
2025-04-10 20:00:07,M68491,주영수,062-009-6745,iPhone 13,A2633,위험 감지,카메라 접근,0
2025-05-13 23:49:44,M47851,김종수,043-446-6191,LG Velvet,SM-N986N,위험 감지,정상,0
2025-04-15 06:49:37,M92110,김예진,063-381-1297,Galaxy Note20,LM-G910N,차단됨,정상,1
2025-05-20 22:29:38,M33684,안예준,053-202-8737,iPhone 13,LM-G910N,정상,정상,0
2025-04-15 11:43:01,M25408,이지연,011-435-4915,LG Velvet,LM-G910N,위험 감지,카메라 접근,0
2025-01-14 20:57:35,M27245,이정남,02-5699-8089,Galaxy S21,SM-G991N,정상,카메라 접근,0
2025-03-02 05:14:32,M36588,김서윤,051-765-3368,Galaxy S21,LM-G910N,차단됨,마이크 사용,1
2025-03-21 07:30:00,M10463,김현숙,064-751-6802,Galaxy Note20,A2633,정상,정상,0
2025-03-18 22:19:05,M91600,윤유진,055-883-6830,Galaxy Note20,SM-G991N,위험 감지,카메라 접근,0
2025-01-29 04:15:42,M43175,이명숙,010-8816-2702,iPhone 13,SM-G991N,차단됨,정상,0
2025-06-05 20:22:34,M11600,김경자,019-583-5283,Galaxy Note20,SM-N986N,정상,마이크 사용,0
2025-07-07 06:00:27,M70115,이재호,033-346-9168,LG Velvet,SM-N986N,위험 감지,위치 정보 요청,0
2025-04-06 08:29:36,M75225,류성훈,017-624-9778,iPhone 13,SM-G991N,차단됨,정상,0
2025-01-20 23:39:49,M75358,전은지,063-594-9574,Galaxy S21,SM-G991N,위험 감지,위치 정보 요청,0
2025-04-29 00:07:54,M81237,김지아,011-525-9933,LG Velvet,SM-G991N,위험 감지,위치 정보 요청,0
2025-05-02 03:52:20,M10753,한민지,017-990-4883,LG Velvet,SM-G991N,정상,마이크 사용,0
2025-04-15 05:53:16,M89689,홍경자,032-955-0492,Galaxy Note20,SM-G991N,위험 감지,마이크 사용,0
2025-04-08 11:55:06,M74679,박영수,064-749-5866,LG Velvet,A2633,위험 감지,위치 정보 요청,0
2025-01-10 13:14:58,M41179,권경희,061-669-3325,iPhone 13,SM-G991N,차단됨,정상,0
2025-04-01 01:53:55,M38426,박채원,061-141-9247,Galaxy Note20,A2633,위험 감지,위치 정보 요청,0
2025-01-27 16:42:00,M87183,홍정숙,053-452-6144,LG Velvet,LM-G910N,차단됨,카메라 접근,0
2025-01-29 20:40:17,M96438,박민준,033-818-6349,Galaxy S21,A2633,차단됨,카메라 접근,0
2025-05-10 06:06:32,M72352,김영철,018-082-7927,Galaxy Note20,LM-G910N,위험 감지,카메라 접근,0
2025-07-02 13:53:27,M69472,이승민,053-236-5858,Galaxy S21,SM-N986N,위험 감지,카메라 접근,0
2025-04-10 23:33:33,M63759,이정웅,011-714-2246,iPhone 13,SM-N986N,차단됨,마이크 사용,0
2025-03-19 00:57:23,M67917,박지은,017-439-8883,Galaxy S21,SM-G991N,정상,정상,0
2025-05-18 10:14:29,M20407,박현우,019-956-8272,LG Velvet,A2633,차단됨,마이크 사용,0
2025-02-16 03:33:23,M88802,김지현,070-8520-2867,Galaxy S21,LM-G910N,정상,카메라 접근,0
2025-06-25 18:44:57,M88656,장아름,051-709-0315,Galaxy Note20,LM-G910N,정상,위치 정보 요청,0
2025-04-12 10:06:15,M10861,손시우,064-778-7670,iPhone 13,A2633,정상,카메라 접근,0
2025-01-05 06:58:10,M42075,심유진,042-570-1002,Galaxy Note20,SM-G991N,위험 감지,위치 정보 요청,0
2025-06-30 15:41:19,M81741,조서현,042-170-1130,LG Velvet,A2633,차단됨,정상,0
2025-05-21 10:52:15,M46452,황수진,061-594-4289,Galaxy S21,SM-N986N,차단됨,카메라 접근,0
2025-06-07 22:39:51,M91233,심승현,032-325-7413,LG Velvet,SM-N986N,차단됨,카메라 접근,0
2025-05-06 09:55:19,M92396,이은경,017-043-7214,Galaxy S21,SM-G991N,차단됨,카메라 접근,0
2025-04-24 11:43:18,M83079,조옥자,052-227-0667,iPhone 13,A2633,차단됨,카메라 접근,0
2025-05-14 08:28:39,M37215,이정호,062-331-7613,iPhone 13,SM-N986N,위험 감지,정상,0
2025-06-30 03:19:05,M16411,김경수,043-037-4638,LG Velvet,LM-G910N,위험 감지,카메라 접근,0
2025-05-04 23:54:59,M34227,이영숙,055-023-4509,iPhone 13,LM-G910N,정상,위치 정보 요청,0
2025-05-03 09:16:32,M29432,이미숙,052-314-9142,Galaxy S21,A2633,위험 감지,정상,0
2025-05-04 16:05:33,M17217,김선영,043-986-5870,Galaxy S21,SM-G991N,정상,마이크 사용,0
2025-06-25 17:44:47,M95626,강성훈,043-546-5544,Galaxy Note20,LM-G910N,차단됨,카메라 접근,0
2025-02-19 10:34:00,M55746,박현지,041-453-7121,Galaxy S21,LM-G910N,위험 감지,카메라 접근,0
2025-06-12 22:55:14,M14813,김미영,055-241-9928,Galaxy Note20,SM-N986N,정상,위치 정보 요청,0
2025-05-13 03:27:12,M29054,이지현,017-542-4684,iPhone 13,LM-G910N,위험 감지,정상,0
2025-01-28 17:34:12,M14250,이영일,064-743-7444,Galaxy Note20,A2633,정상,카메라 접근,0
2025-06-04 07:17:07,M97424,서은지,031-311-8408,LG Velvet,A2633,위험 감지,정상,0
2025-03-23 10:50:44,M85771,차지아,010-3677-0629,Galaxy S21,SM-N986N,차단됨,정상,0
2025-06-06 06:36:56,M89073,김예은,018-519-9140,LG Velvet,A2633,위험 감지,위치 정보 요청,0
2025-01-21 17:57:07,M49117,최옥순,017-004-1965,Galaxy Note20,A2633,차단됨,위치 정보 요청,0
2025-03-07 15:46:01,M53399,김승민,033-938-2108,iPhone 13,SM-N986N,위험 감지,마이크 사용,0
2025-06-30 04:14:44,M21495,김서준,042-539-3582,Galaxy Note20,SM-N986N,정상,카메라 접근,0
2025-04-26 01:16:23,M16426,최성훈,041-961-1200,LG Velvet,SM-N986N,정상,카메라 접근,0
2025-06-16 09:54:32,M24272,박은경,051-914-5418,Galaxy Note20,SM-N986N,정상,마이크 사용,0
2025-02-17 02:23:28,M64651,이도윤,055-934-8781,LG Velvet,LM-G910N,차단됨,위치 정보 요청,0
2025-04-01 18:11:05,M33363,손지연,016-438-9971,Galaxy S21,SM-G991N,차단됨,위치 정보 요청,0
2025-04-13 20:43:32,M31146,김경숙,02-7651-3780,LG Velvet,SM-N986N,정상,정상,0
2025-02-25 13:34:04,M98092,류선영,053-327-6830,LG Velvet,A2633,정상,위치 정보 요청,0
2025-03-02 18:12:54,M47274,류성민,054-493-4378,LG Velvet,SM-G991N,차단됨,정상,0
2025-06-14 21:55:35,M90096,이민준,043-462-3505,LG Velvet,SM-G991N,차단됨,마이크 사용,0
2025-02-10 22:10:09,M96628,허도윤,017-191-2976,Galaxy Note20,SM-G991N,위험 감지,정상,0
2025-06-18 07:45:16,M87983,박진우,018-029-3140,Galaxy S21,LM-G910N,정상,마이크 사용,0
2025-01-31 09:43:56,M85010,김정웅,017-013-5481,iPhone 13,LM-G910N,정상,마이크 사용,0
2025-04-16 08:40:07,M83685,이지영,018-822-8780,Galaxy Note20,SM-N986N,정상,마이크 사용,0
2025-06-23 06:49:37,M33254,이수빈,044-042-0836,Galaxy Note20,A2633,정상,마이크 사용,0
2025-05-22 01:19:54,M69682,한서현,061-902-5929,Galaxy Note20,SM-N986N,위험 감지,위치 정보 요청,0
2025-06-01 07:42:49,M85886,이영식,042-548-1296,LG Velvet,SM-G991N,위험 감지,카메라 접근,0
2025-05-12 16:53:35,M57210,나은정,032-200-7129,iPhone 13,SM-N986N,정상,마이크 사용,0
2025-07-02 04:09:35,M14697,이병철,061-691-7115,Galaxy Note20,SM-G991N,정상,정상,0
2025-04-12 04:41:22,M22206,이정순,033-549-1560,Galaxy Note20,A2633,위험 감지,카메라 접근,0
2025-05-15 02:35:03,M49229,이준호,054-630-3007,iPhone 13,SM-G991N,차단됨,정상,0
2025-02-07 23:15:13,M52312,류은영,041-063-0056,Galaxy S21,LM-G910N,차단됨,정상,0
2025-06-28 01:37:02,M58309,장영식,053-836-6775,iPhone 13,SM-N986N,정상,정상,0
2025-01-15 08:21:08,M59668,김춘자,051-911-4947,iPhone 13,SM-N986N,위험 감지,마이크 사용,0
2025-02-20 07:33:24,M18869,김시우,018-127-5013,LG Velvet,LM-G910N,정상,카메라 접근,0
2025-06-05 15:51:33,M66010,오상현,070-9696-7295,Galaxy Note20,LM-G910N,위험 감지,마이크 사용,0
2025-01-02 01:39:06,M82151,박정순,055-526-7854,LG Velvet,LM-G910N,차단됨,위치 정보 요청,0
2025-06-25 16:01:24,M18509,이성현,010-4431-0662,Galaxy S21,SM-G991N,정상,마이크 사용,0
2025-06-01 23:12:13,M48382,이수빈,061-097-9972,Galaxy Note20,LM-G910N,정상,정상,0
2025-05-02 18:16:50,M71710,이경수,02-7699-4724,Galaxy S21,A2633,위험 감지,위치 정보 요청,0
2025-01-24 15:10:49,M27635,홍은경,054-896-2957,Galaxy S21,SM-N986N,위험 감지,카메라 접근,0
2025-04-08 01:55:10,M25993,이미경,063-423-1724,Galaxy Note20,SM-N986N,위험 감지,마이크 사용,0
2025-02-08 14:16:28,M45968,김지민,010-6703-7361,LG Velvet,A2633,정상,위치 정보 요청,0
2025-01-03 10:57:40,M53150,김진우,018-602-3821,Galaxy Note20,SM-N986N,정상,마이크 사용,0
2025-03-25 21:39:59,M79081,고정남,019-798-6085,iPhone 13,LM-G910N,정상,마이크 사용,0
2025-07-07 03:30:11,M64232,강서윤,054-200-5660,Galaxy Note20,SM-N986N,차단됨,마이크 사용,0
2025-01-08 03:11:13,M78766,이성수,044-117-7727,iPhone 13,A2633,위험 감지,정상,0
2025-05-23 05:24:53,M37504,권선영,054-557-4180,iPhone 13,LM-G910N,위험 감지,정상,0
2025-04-24 00:34:13,M37400,김재호,032-189-7938,iPhone 13,SM-G991N,차단됨,정상,0
2025-03-23 20:03:31,M90223,이정수,055-136-5971,Galaxy Note20,SM-G991N,정상,카메라 접근,0
2025-02-14 04:06:23,M17626,이옥순,032-245-4908,LG Velvet,LM-G910N,위험 감지,마이크 사용,0
2025-03-12 04:02:46,M24326,김재호,031-911-5226,Galaxy Note20,SM-N986N,정상,마이크 사용,1
2025-02-24 09:13:53,M84890,송서준,070-4949-5829,Galaxy S21,A2633,정상,마이크 사용,0
2025-04-20 19:31:38,M92441,김지은,064-766-8756,LG Velvet,LM-G910N,정상,마이크 사용,0
2025-06-02 21:56:38,M79330,성정식,063-164-9622,LG Velvet,A2633,위험 감지,카메라 접근,0
2025-05-15 20:31:20,M21491,송영수,016-233-8645,Galaxy Note20,SM-G991N,위험 감지,마이크 사용,0
2025-05-15 23:37:25,M73394,양영자,053-123-1253,Galaxy Note20,LM-G910N,차단됨,카메라 접근,0
2025-07-15 09:09:23,M89269,양수빈,053-280-1110,iPhone 13,LM-G910N,차단됨,위치 정보 요청,0
2025-01-19 05:49:01,M47642,김도윤,044-420-1379,Galaxy S21,A2633,위험 감지,정상,0
2025-04-22 20:31:54,M65974,최승현,019-564-7644,Galaxy S21,SM-G991N,정상,정상,0
2025-01-10 13:32:37,M89802,이정식,064-738-5698,iPhone 13,SM-G991N,차단됨,카메라 접근,0
2025-06-07 09:56:53,M51482,박지영,041-547-6289,LG Velvet,LM-G910N,차단됨,정상,0
2025-03-12 22:09:19,M44034,이윤서,019-334-8032,LG Velvet,A2633,위험 감지,정상,0
2025-02-12 10:40:08,M78864,문정숙,017-830-7625,Galaxy Note20,LM-G910N,차단됨,카메라 접근,0
2025-06-11 09:34:20,M85385,이영순,054-251-0036,Galaxy S21,SM-N986N,정상,카메라 접근,0
2025-03-11 03:19:11,M91689,박아름,070-5945-0183,LG Velvet,SM-G991N,차단됨,위치 정보 요청,0
2025-06-22 09:24:38,M56380,김은서,053-531-6206,Galaxy Note20,SM-G991N,차단됨,정상,0
2025-05-21 09:20:43,M27001,손경숙,062-335-0402,iPhone 13,LM-G910N,차단됨,정상,0
2025-06-29 01:22:27,M90516,김미경,010-8721-0793,Galaxy Note20,LM-G910N,위험 감지,마이크 사용,0
2025-05-30 13:39:22,M83745,이민석,031-061-5579,iPhone 13,LM-G910N,위험 감지,마이크 사용,0
2025-05-05 05:50:32,M75063,이영수,062-509-8753,Galaxy S21,SM-G991N,정상,위치 정보 요청,0
2025-02-13 09:25:52,M78118,권시우,062-515-1978,Galaxy S21,SM-G991N,정상,카메라 접근,0
2025-02-14 17:05:43,M92818,박민준,016-593-6800,LG Velvet,SM-G991N,정상,카메라 접근,0
2025-02-23 20:16:16,M75239,서성민,044-585-4592,Galaxy Note20,SM-N986N,위험 감지,정상,0
2025-01-29 09:19:04,M74553,최준서,052-778-0730,Galaxy S21,LM-G910N,정상,카메라 접근,0
2025-02-09 12:53:39,M33580,권종수,063-165-5139,LG Velvet,SM-G991N,위험 감지,카메라 접근,0
2025-05-13 10:08:36,M89876,장옥자,018-021-5912,Galaxy Note20,SM-N986N,차단됨,위치 정보 요청,0
2025-02-23 06:08:48,M40503,박옥자,063-178-8686,Galaxy Note20,LM-G910N,정상,마이크 사용,0
2025-01-17 23:25:38,M48074,김옥자,019-450-3093,LG Velvet,A2633,차단됨,마이크 사용,0
2025-03-28 02:17:21,M35369,오옥자,044-739-5508,Galaxy Note20,A2633,위험 감지,마이크 사용,0
2025-04-24 04:38:12,M10207,김경자,051-662-9363,Galaxy S21,LM-G910N,차단됨,위치 정보 요청,0
2025-02-12 11:48:57,M25493,윤영자,042-047-8163,LG Velvet,LM-G910N,위험 감지,정상,0
2025-05-28 14:06:36,M13143,성영철,041-306-2416,Galaxy S21,LM-G910N,위험 감지,위치 정보 요청,0
2025-01-15 07:35:05,M70933,박도윤,018-142-4994,LG Velvet,A2633,위험 감지,정상,0
2025-02-08 08:22:00,M91980,이준혁,032-991-2206,iPhone 13,SM-N986N,차단됨,위치 정보 요청,0
2025-03-28 06:13:46,M25456,김준호,043-217-4511,Galaxy S21,A2633,정상,위치 정보 요청,0
2025-03-23 14:02:08,M37175,김주원,063-153-8206,iPhone 13,SM-G991N,차단됨,정상,0
2025-03-31 04:26:26,M90649,김지연,064-751-2087,LG Velvet,LM-G910N,정상,카메라 접근,0
2025-04-30 10:34:01,M64346,이정웅,061-758-9987,Galaxy Note20,A2633,위험 감지,마이크 사용,0
2025-05-27 07:06:03,M64269,양미경,018-665-8343,iPhone 13,LM-G910N,차단됨,카메라 접근,0
2025-07-13 19:24:35,M15962,김지영,041-447-1531,LG Velvet,SM-N986N,위험 감지,마이크 사용,0
2025-01-15 18:55:20,M53750,김은경,043-541-6041,iPhone 13,SM-G991N,위험 감지,정상,0
2025-01-05 10:05:12,M55829,이예은,02-3334-0960,Galaxy S21,A2633,차단됨,정상,0
2025-02-27 05:28:04,M83454,강서현,033-033-1472,LG Velvet,SM-N986N,차단됨,카메라 접근,0
2025-01-17 19:05:28,M93558,권도윤,064-772-4249,LG Velvet,SM-N986N,위험 감지,위치 정보 요청,0
2025-04-12 07:39:34,M37831,김옥자,043-975-8122,Galaxy Note20,SM-G991N,위험 감지,위치 정보 요청,0
2025-04-22 21:23:57,M11480,강준서,018-886-9430,LG Velvet,SM-G991N,차단됨,정상,0
2025-01-15 04:47:38,M93967,황서현,062-827-6743,Galaxy S21,SM-G991N,정상,카메라 접근,0
2025-06-11 22:23:44,M36370,김은영,018-018-5698,LG Velvet,SM-N986N,위험 감지,위치 정보 요청,0
2025-07-16 23:04:42,M46913,김채원,070-4898-0604,LG Velvet,A2633,정상,위치 정보 요청,0
2025-04-13 18:54:01,M43347,서현정,070-6676-4064,Galaxy S21,SM-N986N,정상,위치 정보 요청,0
2025-07-07 11:52:45,M18891,이진호,051-246-6985,iPhone 13,A2633,차단됨,위치 정보 요청,0
2025-02-28 12:11:45,M50340,박영일,02-7143-3810,iPhone 13,SM-N986N,차단됨,마이크 사용,0
2025-01-01 15:55:33,M49358,박은경,055-425-6732,Galaxy S21,SM-G991N,위험 감지,카메라 접근,0
2025-06-28 23:11:11,M76412,서지원,062-534-0809,iPhone 13,LM-G910N,위험 감지,카메라 접근,0
2025-02-20 20:30:26,M82088,김정웅,011-514-6457,LG Velvet,SM-N986N,위험 감지,정상,0
2025-02-13 17:37:32,M52457,장수민,061-911-1675,LG Velvet,SM-N986N,차단됨,카메라 접근,0
2025-05-05 04:34:55,M10803,이상훈,070-3697-8467,LG Velvet,LM-G910N,정상,카메라 접근,0
2025-03-16 12:11:34,M24920,김선영,064-783-7822,LG Velvet,SM-N986N,차단됨,정상,0
2025-01-30 18:10:25,M99893,손중수,032-038-7809,LG Velvet,SM-N986N,차단됨,위치 정보 요청,0
2025-02-20 06:55:48,M53684,박성현,010-3332-6729,Galaxy S21,SM-N986N,정상,마이크 사용,0
2025-02-12 02:25:19,M54742,나성훈,033-126-5680,LG Velvet,SM-N986N,위험 감지,마이크 사용,0
2025-06-09 22:57:48,M61910,박지민,051-953-1471,iPhone 13,SM-N986N,차단됨,카메라 접근,0
2025-07-07 22:58:30,M84569,박종수,063-291-6643,Galaxy S21,A2633,정상,마이크 사용,0
2025-03-21 21:41:11,M90739,최현우,011-926-7403,iPhone 13,A2633,정상,마이크 사용,0
2025-04-04 01:01:17,M13816,김현숙,031-773-0942,LG Velvet,A2633,정상,정상,0
2025-06-07 04:32:37,M33020,이아름,042-721-3764,LG Velvet,SM-N986N,위험 감지,카메라 접근,0
2025-05-11 17:10:30,M35430,최동현,018-876-9891,Galaxy Note20,SM-N986N,차단됨,카메라 접근,1
2025-03-31 14:55:58,M53321,김은주,011-472-3170,Galaxy Note20,A2633,차단됨,정상,0
